Date,Offence Category,Offence,Victim Tally,County,Specific Area,Victim Gender,Victim Age,Perpetrator Tally,Perpetrator Gender,Perpetrator Age,Motive,Weapon,Source,Case Summary,Year,Month,Quarter
2025-09-16,Homicide & Unlawful Killing,Murder,2,Nakuru,,Male and Female,,1.0,Male,,Unknown,Unknown,The Standard Pg 13,"Sisa Juma Wanyama, a farm worker confesses to the murder an elederly couple; Pius Machogu 72 and Jerusha Kwamboka 70, who were his employers in Elburgon area, Nakuru County, confirms Molo Sub- County Police Commander Timon Odingo, while the police are searching for the house girl (Maureen) who fled after the incidence from their home.",2025,2025-09,2025 Q3
2025-09-17,Homicide & Unlawful Killing,Murder,1,Taita Taveta,,Female,,,Unknown,,Unknown,Unknown,The Standard Pg 9,"A woman who had been missing for two weeks in Taita Taveta was found dead near Wundanyi Police Station, her body discovered naked, with legs tied and eyes gouged out. Authorities have condemned the killing as a brutal case of femicide and launched investigations.",2025,2025-09,2025 Q3
2025-09-17,Corruption & Abuse of Office,Conflict Of Interest,1,Kakamega,,Unknown,,1.0,Male,,Embezzlement of public funds,Abuse of Office,Daily Nation Pg 10,"Wycliffe Oparanya, the current Cabinet Secretary for Cooperatives and Micro, Small, and Medium Enterprises (MSMEs), is embroiled in a significant corruption case dating back to his tenure as Governor of Kakamega County from 2013 to 2022. The case centers on allegations that he awarded county contracts worth KSh 56.7 million to companies associated with him and his associates, leading to charges of conflict of interest, abuse of office, money laundering, and conspiracy to commit corruption. In July 2024, following his nomination to the cabinet, the Director of Public Prosecutions (DPP) withdrew the charges, citing new evidence provided by Oparanya's legal team. However, this decision was challenged in court. On September 16, 2025, the High Court in Nairobi nullified the DPP's withdrawal, deeming it unconstitutional and irregular.",2025,2025-09,2025 Q3
2025-09-17,Homicide & Unlawful Killing,Murder,1,Homa Bay,,Male,,,Unknown,,Unknown,Corrosive Chemical,Daily Nation Pg 15,"The tragic story involves Enosh Otieno, a farmer from Homa Bay County, who was brutally murdered and his body dumped by the roadside with acid poured on it, just months before he was to see his son Felix graduate from university. The killing has deeply devastated the family; Felix, who is a fourth-year student at Mount Kenya University, expressed fear and uncertainty about continuing his education since his father was the sole provider for the family of five children.",2025,2025-09,2025 Q3
2025-09-18,Fraud & Financial Crimes,Fraud,1,Busia,,Unknown,,128.0,Unknown,,Greed,Forged documents,Daily Nation Pg 18,"In Busia County, 128 staff and officials colluded to defraud Sh50.7 million from an agricultural loan fund meant for small-scale farmers by posing as beneficiaries and weakening recovery safeguards.",2025,2025-09,2025 Q3
2025-09-18,Fraud & Financial Crimes,Fraud,1,Multiple Counties,,Unknown,,,Unknown,,Greed,Forged documents,Daily Nation Pg 7,"An audit by the Ministry of Education revealed over 50,000 ‘ghost’ secondary school learners, potentially costing taxpayers Sh1.1 billion annually, likely due to fraudulent reporting of student enrolment to siphon government funds.",2025,2025-09,2025 Q3
2025-09-18,Fraud & Financial Crimes,Fraud,1,Nairobi,,Male,,2.0,Male,,Scamming,Gold,The Standard Pg 3,Gold scammer Abbas Bardu and Dennis were arrested for conning a Canadian sh. 36.1M in a fake deal. The two claimed to sell him 500 kilos og gold nuggets and bar sourced from DRC.,2025,2025-09,2025 Q3
2025-09-18,Homicide & Unlawful Killing,Murder,1,Nairobi,,Female,,,Unknown,,Unknown,Unknown,Daily Nation  Pg 3,A woman was murdered at GM and Airtel then her body dumped by a white volvo which the drove against traffic to GM.,2025,2025-09,2025 Q3
2025-09-19,Homicide & Unlawful Killing,Murder,1,Makueni,,Male,,1.0,Male,,Mistaken identity,Firearm,Daily Nation Pg 25,"A police officer is in custody after allegedly shooting dead a motorist in Kathasyo, Masimba, in what investigators say was a case of mistaken identity.",2025,2025-09,2025 Q3
2025-09-19,Environmental & Wildlife Crimes,Noise Pollution,1,Lamu,,Male and Female,,,Unknown,,Financial gain,Night clubs,Daily Nation Pg 25,"Residents of Hindi Town are decrying rising noise pollution from bars and nightclubs, which they say has disrupted their lives despite the town’s growth fuelled by its proximity to Lamu Port. Local leaders say the situation is worsening. Hindi Location Senior Chief Jamal Keah said the town has 17 bars and liquor dens but only three schools. He criticised the licensing of outlets that operate late into the night, saying, they violate residents’ right to dignity and a healthy environment.",2025,2025-09,2025 Q3
2025-09-19,Homicide & Unlawful Killing,Murder,1,Homa Bay,,Female,,,Unknown,,Unknown,Corrosive Chemical,Daily Nation Pg 24,"Authorities in Mbita are investigating the murder of 13-year-old Mary Triza, a Grade Seven pupil at Kamsama Junior Secondary School, whose body was discovered in Rabuor, Gembe Ward. The girl went missing on Monday after leaving school for lunch and her body was found a day later with injuries, signs of torture, and burns from a corrosive substance.",2025,2025-09,2025 Q3
2025-09-20,Homicide & Unlawful Killing,Murder,1,Kilifi,,Female,,,Unknown,,Ritual practices,Machete,The standard pg 17,An elderly woman Ms Choni Kazungu Barawa 93 was hacked to death by unknown assailants in Bale village Kilifi county on suspicion of practising witchcraft. The victims body was discovered by her daughter in law in a pool of blood in her bed covered with a white bed sheet.,2025,2025-09,2025 Q3
2025-09-21,Homicide & Unlawful Killing,Murder,1,Bomet,,Male,,1.0,Male,,Punishment,Unknown,The Standard Pg 3,A 13 year old boy was beaten to death by his father for drinking milk and eating bread that belonged to a neighbor.,2025,2025-09,2025 Q3
2025-09-22,Fraud & Financial Crimes,Fraud,100,Kiambu,,Male and Female,,2.0,Male,,Scamming,Forged documents,Daily Nation pg 2,"Hundreds of investors are facing demolition of their houses after the court revoked their title deeds, ruling that the vast land in Ruiru, Kiambu, belongs to former spy chief James Kanyotu’s family. They acquired the land through Bishop Mark Kariuki, General Overseer of Deliverance Churches Kenya, and Bishop John Masinde, founder of Deliverance Church International. The project, branded Imani Estate, would be marketed countrywide through Ukombozi Holdings Limited, the church’s commercial arm. ",2025,2025-09,2025 Q3
2025-09-23,Assault & Bodily Harm,Assault,3,Nakuru,,Male,,,Unknown,,Land resource gain,Arrow,The Standard Pg 12,"Former Chief and his son are being persued by the police following a series of atacks on local residents over land disputes in Maella area, Naivasha. The four victims where a father died and son sustained arrow injury identified the former chief and his son as organisers of the attacks before fleeing.",2025,2025-09,2025 Q3
2025-09-23,Homicide & Unlawful Killing,Murder,1,Nakuru,,Male,,,Unknown,,Land resource gain,Arrow,The Standard Pg 12,"Former Chief and his son are being persued by the police following a series of atacks on local residents over land disputes in Maella area, Naivasha. The four victims where a father died and son sustained arrow injury identified the former chief and his son as organisers of the attacks before fleeing.",2025,2025-09,2025 Q3
2025-09-23,Property Destruction & Arson,Arson,1,Kericho,,Male and Female,,,Male,,Unknown,Fire,The Standard Pg 13,"Litein Boys High Sch. was indefinetely closed following student unrest resulting to arsons; including the administrative block, science and computer labs estimating to 18 Million shillings worth of destructions.",2025,2025-09,2025 Q3
2025-09-23,Homicide & Unlawful Killing,Murder,1,Isiolo,,Male,,,Unknown,,Ambush,Firearm,The Standard Pg 10,"45 Yr Old Police Officer died in Merti Sub-County while being rushed to Hospital from an operation to nub drug traffickers along the Isiolo - Moyale route, the Merti Sub-County Commissioner said the Drug Traffickers may had recieved a tip off opening a chance for them to counter an ambush against the trailing police officers, where one died and another sustained serious injury. The route is popular for drug trafficking and human trafficking activities from Ethiopia to other regions of Kenya.",2025,2025-09,2025 Q3
2025-09-23,Fraud & Financial Crimes,Fraud,1,Nairobi,,Male and Female,,1.0,Male,,Financial gain,Forged documents,The Standard Pg 10,Gabriel Bukachi Chapia - Ex-Nairobi Senete aspirant has been convicted over forging of academic documents and fraudulent activities of recieving millions in public funds.,2025,2025-09,2025 Q3
2025-09-23,Homicide & Unlawful Killing,Homicide,1,Mombasa,,Male,,,Unknown,,Obstruction of Justice,Blunt object,Daily Nation Pg 17,"Police are facing renewed scrutiny after a 26-year-old man reported missing in Nairobi last week was found dead at Central Police Station in Mombasa, hours after his arrest. Simon Warui was apprehended on September 17, 2025, in Nairobi’s city centre by Urban Division officers on suspicion of theft following a complaint. A post-mortem at Coast General Teaching and Referral Hospital found that Warui died from “cardiorespiratory collapse caused by a fracture dislocation of the neck consistent with a fall from a height.” The report also noted ligature marks, a 5cm irregular scalp wound, dislocation of the C7–T1 vertebra, spinal haemorrhage and other injuries.",2025,2025-09,2025 Q3
2025-09-23,Drugs & Contraband,Smuggling,1,Uasin Gishu,,Male and Female,,,Unknown,,Tax evasion,Unknown,Daily Nation Pg 12,"KRA has intercepted a consignment worth over Sh16 million in a tax evasion scheme at the Eldoret International Airport. The KRA enforcement team intercepted a range of undeclared goods, including 21,600 smartphones valued at Sh6.4 million. The consignment was consigned to Pemba Ltd and declared by Portyard Ltd through a cargo plane that arrived on November 18, 2024.",2025,2025-09,2025 Q3
2025-09-23,Homicide & Unlawful Killing,Murder,1,Lamu,,Male,,,Unknown,,Unknown,Unknown,Daily Nation Pg 12/ The Standard Pg 3,"18 yr old Francis Ngugi Ndichu who had been on medication for a mental disability, left home on the morning of Wednesday, September 10, never to return, they filled a missing person’s report was filed at the Mpeketoni Police Station on September 12. After about four days of searching, villagers in Mapenya noticed flies swarming a borehole that was also emitting a pungent smell. Later, a team of Directorate of Criminal Investigations (DCI) officers area residents retrieved a body from the borehole located about 600 metres from Ngugi’s home. His parents positively identified it as that of their missing son. Brutally Murdered and body disposed while hands tired with a wire, the parents and family are calling for speedy investigations and justice of what seems to be a pattern of deaths in the area with two more victims earlier recorded.",2025,2025-09,2025 Q3
2025-09-24,Homicide & Unlawful Killing,Murder,1,Nairobi,,Female,,4.0,Male and Female,,Stealing,Fall,The Standard Pg 8,"Four Sudanese nationals were arrested in Nairobi, Kenya, following the mysterious death of a 55-year-old domestic worker named Zeitun Kavayo, died after allegedly falling from the fifth floor of an apartment in the Kilimani area, where she had been working for the family on laundry duties. The suspects include a mother, her two daughters, and a son. They reportedly accused Zeitun of stealing Sh5,000, which led to a confrontation that resulted in her death. Police have arrested the four suspects and are conducting investigations, with her family rejecting the theory that she committed suicide and demanding a thorough investigation into her death. The police were granted 10 days to complete the investigation before returning to court on October 1, 2025",2025,2025-09,2025 Q3
2025-09-24,Homicide & Unlawful Killing,Murder,1,Homa Bay,,Female,,1.0,Male,,Unknown,Unknown,Daily Nation Pg 19,"Lucy Adhiambo, an elderly woman from Umrembo village; Homa Bay County, her body was discovered in a shallow grave inside her compoundon Tuesday after the family launched a search when they realised that both Lucy and her newly Ugandan farmhand were missing. The farmhand, who had only recently been employed and was little known in the area, has since gone missing and is now the prime suspect.",2025,2025-09,2025 Q3
2025-09-25,Environmental & Wildlife Crimes,Environmental Crimes,1,Nairobi,,Unknown,,5.0,Unknown,,Waste disposal,Unknown,Daily Nation Pg 18 ,"Five people were arrested for illegally dumping garbage at the Mukuru-Kayaba dumpsite in Nairobi, an environmental crime that sparked confrontations and a traffic snarl-up along Enterprise Road.",2025,2025-09,2025 Q3
2025-09-25,Corruption & Abuse of Office,Corruption,1,Nairobi,,Unknown,,,Unknown,,Greed,Unknown,Daily Nation Pg 15,"KNTC officials controversially awarded a Sh15 billion rice import contract to four politically connected firms that had not applied through the tender process, sidelining 16 legitimate bidders in a suspected procurement fraud and abuse of office scheme.",2025,2025-09,2025 Q3
2025-09-25,Homicide & Unlawful Killing,Homicide,1,Nairobi,,Female,,5.0,Unknown,,Wage dispute,Fall,Daily Nation Pg 18 ,"54-year-old domestic worker Zaituni Kavaya died from blunt force trauma after allegedly falling from the fifth floor of a Kibera apartment following a wage dispute, with five Sudanese nationals now in custody as police investigate possible homicide.",2025,2025-09,2025 Q3
2025-09-25,Homicide & Unlawful Killing,Murder Plot,5,Nakuru,,Male and Female,,3.0,Male and Female,,Family property dispute,Unknown,The Standard Pg 3,"A Kenyan man, his daughter, and her fiancé are accused of conspiring in a murder-for-hire plot to kill his estranged wife and four children over family property disputes, prompting the DPP to seek extradition of the US-based suspects.",2025,2025-09,2025 Q3
2025-09-25,Homicide & Unlawful Killing,Murder,1,Trans Nzoia,,Male,,,Unknown,,Punishment,Physical assault,The Standard Pg 3,"Samson Ouma, 35, died in Kitale prison after being allegedly beaten postmortem, with an autopsy revealing severe bruising, shoulder injury, and a fatal blood clot.",2025,2025-09,2025 Q3
2025-09-25,Fraud & Financial Crimes,Embezzlement Of Public Funds,1,Trans Nzoia,,Unknown,,,Unknown,,Financial gain,Unknown,Daily Nation Pg 18 ,"In Trans Nzoia County, revenue officials are suspected of embezzling millions by diverting collected funds, prompting Senate to call on the EACC to investigate systemic looting of public resources.",2025,2025-09,2025 Q3
2025-09-25,Abduction & Kidnapping,Abduction,5,Mandera,,Male,,,Male,,Randsom gain,Gun and Vehicle,Daily Nation Pg 12,"Al-Shabaab militants abducted five male chiefs along the Wargadud–Elwak road in Mandera County, holding them for over two months in Jilib to demand ransom, before their eventual release through negotiated efforts",2025,2025-09,2025 Q3
2025-09-25,Homicide & Unlawful Killing,Attempted Murder,1,Migori,,Male,,,Male,,Unknown,Firearm,The Standard Pg 16,A trader was shot from the back on bodaboda while heading home by gunmen who were following him from another motorcycle. ,2025,2025-09,2025 Q3
2025-09-25,Fraud & Financial Crimes,Embezzlement Of Public Funds,1,Kiambu,,Male and Female,,2.0,Male and Female,,Greed,Unknown,Daily Nation Pg 10,"EACC is investigating a Sh510 million NYS corruption scandal involving public official David Muthee and linked to Felista Wanjiru, whose challenge to an EACC search was dismissed by a magistrate’s court and referred to the High Court.",2025,2025-09,2025 Q3
2025-09-25,Sexual & Gender-Based Violence,Child Abuse,2,Nakuru,,Female,,20.0,Unknown,,Humiliation,Unknown,Daily Nation Pg 7,"Two schoolgirls in Njoro, Nakuru County were publicly humiliated by teachers at Kenana Primary and Junior Secondary over allegations of not wearing undergarments, prompting a Ministry of Education investigation and possible disciplinary and legal action.",2025,2025-09,2025 Q3
2025-09-25,Homicide & Unlawful Killing,Murder,1,Nairobi,,Male,,4.0,Male,,Alleged violent robbery and possible targeted killing,Firearm,Daily Nation Pg 3,"In February 2015, Kabete MP George Muchai, his two police bodyguards, and his driver were fatally shot at close range during an armed ambush in Nairobi, with four men now ordered to defend themselves against murder charges.",2025,2025-09,2025 Q3
2025-09-25,Assault & Bodily Harm,Assault,1,Homa Bay,,Unknown,,,Unknown,,Intimidation and manipulating results,Unknown,The Standard Pg 6,"The ODM Kasipul primaries were marred by violence and alleged rigging, with supporters of rival candidates reportedly assaulting party members and manipulating votes to influence the outcome.",2025,2025-09,2025 Q3
2025-09-25,Homicide & Unlawful Killing,Murder,1,Kisumu,,Male,,1.0,Female,,Punishment,Paraffin and Fire,The Standard pg 16,Brian Ochieng a 12 years old son was burned by his mother over missing sh.150 wher he was doused with paraffin before she set him into blaze.,2025,2025-09,2025 Q3
2025-09-25,Homicide & Unlawful Killing,Murder,1,Nakuru,,Female,,1.0,Female,,Unknown,Pipe,The Standard Pg 3,"CCTV footage unveiled how the nanny, Eunice Adhiambo, tortured three-year-old Talia Wairimu over a five-hour period using a pipe and other brutal methods, ultimately causing her death.",2025,2025-09,2025 Q3
2025-09-26,Homicide & Unlawful Killing,Murder,1,Kericho,,Male,,,Unknown,,Vengeance,Fire,The Standard pg 8,"Grief and shock engulfed Samutet vil-lage in Ainamoi Constituency, after a 19-year-old man went on a rampage, hacking to death three relatives, before being lynched by angry villagers.",2025,2025-09,2025 Q3
2025-09-26,Homicide & Unlawful Killing,Murder,3,Kericho,,Male and Female,,1.0,Male,,Family dispute,Machete,The Standard pg 8,"Grief and shock engulfed Samutet vil-lage in Ainamoi Constituency, after a 19-year-old man went on a rampage, hacking to death three relatives. Kericho County Police Commander James Ngetich identified the victims as the suspect's 70-year-old aunt, his 28-year-old sister-in-law, and a three-year-old nephew.",2025,2025-09,2025 Q3
2025-09-26,Other Offences,Flag Desecration,1,Nairobi,,Unknown,,1.0,Male,,Unknown,Unknown,The Standard pg 3,"A 17-year-old boy has been arrested in connection with disrespecting the Kenyan flag, the Directorate of Crim-inal Investigations (DCI) has announced. In a statement, the DCI said the suspect, Ibrahim Haidar Yusuf, was among the individuals seen in a viral video and had been sought since Sep-tember 20, 2025. The incident occurred during a football match between Mogadishu City Club and Police FC, where two individuals were captured on camera desecrating the national flag.",2025,2025-09,2025 Q3
2025-09-26,Homicide & Unlawful Killing,Murder,1,Murang'a,,Female,,4.0,Male,,Unknown,Unknown,Daily Nation pg 5 ,"Detectives in Murang’a have arrested four people after a taxi driver delivered a woman’s body, disguised as a parcel, to Kangari Police Station. The driver narrated how he was approached and paid to deliver a parcel to Kangari town where he was supposed to meet the recipient but upon waiting for long, he decided to drop it to the police station for safety only to find out that it was a dead body.",2025,2025-09,2025 Q3
2025-09-26,"Robbery, Theft & Burglary",Robbery With Violence,1,Machakos,,Male,,,Unknown,,Robbery,Unknown,Daily Nation pg 3,"Mr Musyoka was driving to his Matungulu home when, around 10pm, a motorcycle hit the side of his car. He thought it was a fender bender that would be resolved within a few minutes, but it was a decoy for the carjackers to get their hands on his vehicle. The attackers assaulted him, and forced him to transfer money from his phone before driving away in his vehicle.",2025,2025-09,2025 Q3
2025-09-26,"Robbery, Theft & Burglary",Robbery,1,Kisumu,,Unknown,,8.0,Unknown,,Obstruction of Justice,Unknown,Daily Nation pg 3,"The Directorate of Criminal Investigations (DCI) has arrested eight police officers based in Kisumu County in connection with Mr Musyoka’s attack and the mysterious disappearance of his Toyota Land Cruiser from Maseno Police Station. The police officers were taken into custody and are being held at the Kisumu Central Police Station, pending further interrogation. ",2025,2025-09,2025 Q3
2025-09-27,Human Trafficking & Smuggling,Human Trafficking,21,Machakos,,Unknown,,1.0,Male,,Human trafficking,Unknown,The Standard Pg 5,Edward Kamau Gituku was arrested at the greatwall apartments in Athi River where he held 21 kenyans where they were later to be deported to Russia.,2025,2025-09,2025 Q3
2025-09-28,Land & Eviction Offences,Land Grabbing,1,Nairobi,,Female,,,Unknown,,Land resource gain,Forged documents,The Standard pg 3,"An 81-year-old grandmother, Litha Katumbi, is struggling to reclaim two prime plots of land totaling 12 acres near City Cabanas in Nairobi, which she claims was bought by her father and is now wrongfully held by unknown parties using forged documents.",2025,2025-09,2025 Q3
2025-09-29,Organized Crime & Terrorism,Illegal Possession Of Firearm,1,Nairobi,,Unknown,,4.0,Male,,Firearms trafficking,Unknown,"The standard, pg 4","The operation was made on 24th of September this year by the operation service unit that led to the arrest of Mr. Kipngetich an armourer based at Turkana police headquarters. He was napped at kenya avenue roundabout with possession of firearms and ammunition that were intended to be transported to Turkana.  besides that, after much interrogation he disclosed other officer behind the trading that Assistand superinterdent Charles Lotira, Police constable Cyrus Ileli and an armourer at the police central firearms store in Nairobi's industrial area Samson Muriithi Mutongu which led to their arrest too.",2025,2025-09,2025 Q3
2025-09-29,Homicide & Unlawful Killing,Murder,2,Samburu,,Male and Female,,1.0,Male,,Marital issue,Unknown,"The standard, pg 7","The Man returned home in the evening and end up qualling with his wife. They started fighting leading her wife sustaining injuries on her both hands and she ran way, hence the husband claimed the life of his two children by murdering them",2025,2025-09,2025 Q3
2025-09-30,Homicide & Unlawful Killing,Extra-Judicial Killing,2,Nandi,,Unknown,,,Unknown,,Land resource gain,Firearm,The standard pg 5,Two people were shot dead and dozen injured after the residents of Kamwani Nandi county tried to invade a disputed parcel of land being manned by Rapid Deployment Unit Officers.,2025,2025-09,2025 Q3
2025-10-01,Sexual & Gender-Based Violence,Sexual Assault,1,Uasin Gishu,,Male,,1.0,Male,,Sexual assault,Manipulation,Daily Nation Pg 17,A man identified as Amon Kaile was sentenced to 20 years in prison by an Eldoret court for sexually molesting an initiate in Uasin Gishu County.,2025,2025-10,2025 Q4
2025-10-01,Organized Crime & Terrorism,Illegal Possession Of Firearm,1,Turkana,,Unknown,,6.0,Male,,Financial gain,Unknown,The Standard Pg 5,"A Nairobi court has ordered the detention of six police and prison officers for 10 days to allow investigations into an alleged arms and ammunition trafficking network. The officers are suspected of stealing government ammunition and firearms from official armouries and selling them to criminal groups in Turkana and the North Rift region. The arrests were made in late September 2025, and the suspects appeared before Chief Magistrate Lucas Onyina on October 1, 2025. Investigators from the DCI sought more time for ballistic tests, digital forensics, and recovery of more weapons.",2025,2025-10,2025 Q4
2025-10-01,Abduction & Kidnapping,Abduction,1,Nakuru,,Male,,1.0,Female,,Political differences,Unknown,The Standard Pg 11,"A mother from Kakamega County, Jane Njeri, is pleading for the safe return of her son, Joseph Kang’ara, who went missing during the 89th National Youth Service (NYS) pass-out parade held in Gilgil, Nakuru County, on 28th August 2025. Njeri had accompanied her younger son, an NYS recruit, to the graduation ceremony when chaos broke out after a section of the crowd began chanting political slogans against President William Ruto. During the mayhem, Joseph reportedly left to use a nearby washroom but was seen being led away by a woman in a military-style uniform wearing a red beret. ",2025,2025-10,2025 Q4
2025-10-01,Homicide & Unlawful Killing,Murder,1,Homa Bay,,Male,,2.0,Male,,Land resource gain,Machete,The Standard Pg 17,"A university professor was brutally killed following a dispute over a piece of land. The incident occurred after tensions escalated between the professor and rival claimants who had been fighting over ownership rights. During the confrontation, the assailants attacked the professor with a machete and other blunt weapons, leaving him with fatal injuries.",2025,2025-10,2025 Q4
2025-10-02,Homicide & Unlawful Killing,Murder,1,Migori,,Male,,,Unknown,,Negligence,Unknown,The Standard Pg  12,"Allan Kamau died in Komomwamo Police Station after being arrested for cutting down trees belonging to his aunt, where by police demanded sh.15000 bribe and later his mother was informed that he died from suicide.",2025,2025-10,2025 Q4
2025-10-02,Homicide & Unlawful Killing,Murder,1,Homa Bay,,Male,,2.0,Male,,Land resource gain,Machete,Daily Nation Pg 18,"DCI have camped in Mbita, Homabay in bid  to trace 2 brothers who are acused of hacking a university lecturer to death by hitting him on the head with a machete over a land dispute",2025,2025-10,2025 Q4
2025-10-02,Corruption & Abuse of Office,Corruption,1,Nairobi,,Unknown,,,Unknown,,Financial gain,Unknown,The Standard Pg 2,"Sports Kenya officials allegedly misappropriated Ksh 607 million meant for building three stadiums that were never constructed, defrauding the Kenyan public through fake consultancy and feasibility payments.",2025,2025-10,2025 Q4
2025-10-02,"Robbery, Theft & Burglary",Robbery With Violence,1,Siaya,,Male,,2.0,Male,,Robbery,Metal rod,The Standard Pg 2,"Two male robbery suspects, including Charles Odhiambo Ojwang’ alias “Buda”, were shot dead by a DCI officer in Yala, Siaya County, after attacking him with a metal rod during a robbery-with-violence attempt.",2025,2025-10,2025 Q4
2025-10-02,Corruption & Abuse of Office,Corruption,1,Nairobi,,Unknown,,2.0,Male,,Embezzlement of public funds,Unknown,The Standard Pg 5,"Two Cricket Kenya officials , Chairman Manoj Patel and Acting Treasurer Kennedy Obuya  are under DCI investigation in Nairobi County for allegedly misappropriating KSh 26.7 million through a secret bank account, constituting a corruption and economic crime against Cricket Kenya and the Kenyan public.",2025,2025-10,2025 Q4
2025-10-02,Corruption & Abuse of Office,Corruption,1,Kiambu,,Unknown,,2.0,Male and Female,,Embezzlement of public funds,Unknown,The Standard Pg 7,"Former Kiambu Governor Ferdinand Waititu and associates were convicted of corruption and abuse of office for embezzling KSh 588 million through fraudulent road tenders in Kiambu County, and after his third failed bail bid, he remains in Kamiti Prison serving a 12-year sentence for economic crimes against the Kenyan public.",2025,2025-10,2025 Q4
2025-10-02,Sexual & Gender-Based Violence,Attempted Rape,1,Bungoma,,Female,,1.0,Male,,Sexual assault,Unknown,The Standard Pg 8,"A 30-year-old male nurse, Martin Wekesa Wanjala, has been charged with attempted rape of a Form Three Kenyan girl admitted to Elgon View Hospital in Bungoma County for malaria and wound-treatment, an incident allegedly occurring 29 September 2025, with the nurse denying the charges and released on bond while investigations and court proceedings continue.",2025,2025-10,2025 Q4
2025-10-02,Homicide & Unlawful Killing,Murder,1,Mombasa,,Male,,,Unknown,,Excessive force,Unknown,The Standard Pg  12,"Simon Warui went missing in Nairobi on September 4, 2025 and found 4 days later in Mombasa police cell. Postmorterm shows he died of a fracture from dislocation of the neck.",2025,2025-10,2025 Q4
2025-10-02,Homicide & Unlawful Killing,Murder,1,Kilifi,,Female,,1.0,Male,,Punishment,Cane,Daily Nation Pg 2,Anestine Tunje a grade 8  student was hit on the head by her teacher after failing to answer a question at Gongini Primary School.,2025,2025-10,2025 Q4
2025-10-03,Organized Crime & Terrorism,Terrorism,2,Turkana,,Male,,,Unknown,,Unknown,Firearm,Daily Nation Pg 19,"Bandits have terrorised residents around the River Malimalite area, shattering the calm restored through Operation Maliza Uhalifu and disrupted livelihoods built on sand harvesting, gold mining, farming, and bodaboda trans-port. The most brazen attack came last when Elpan Pachu, the only National Police Reservist stationed at Kailoseget village, and Isaac Ilikwel, a sand loader, were shot dead just metres from Kainuk Police Station. The bandits es-caped with the reservist's firearm.",2025,2025-10,2025 Q4
2025-10-04,Sexual & Gender-Based Violence,Defilement,1,Kilifi,,Female,,1.0,Male,,Sexual assault,Unknown,The Standard Pg 3,Elijah Murimi defiled a 11 yr old girl on her way to the shop.He is sentesed to 25 years.,2025,2025-10,2025 Q4
2025-10-04,Homicide & Unlawful Killing,Murder,1,West Pokot,,Female,,1.0,Male,,Anger,Piece of wood,The Standard Pg 3,"Alex Musani killed his sister in law, Josephine Wanjiku by hitting his head with a piece of wood. Alex claimed that Josephine was meddling in his marriage.",2025,2025-10,2025 Q4
2025-10-05,Sexual & Gender-Based Violence,Sexual Assault,5,Unknown,,Female,,1.0,Male,,Sexual assault,Unknown,The Standard Pg 2,A 75 year old man has been arrested for allegedly sexually molesting his five granddaughters from ages 10 to 13.,2025,2025-10,2025 Q4
2025-10-05,Homicide & Unlawful Killing,Murder,1,Kisumu,,Male,,1.0,Female,,Love affair,Unknown,The Standard Pg 2,A 30 year old man was stabbed multiple times on Wednesday night while in the company of a 37 year old woman believed to be his partner.,2025,2025-10,2025 Q4
2025-10-06,Homicide & Unlawful Killing,Murder,2,Kilifi,,Unknown,,,Unknown,,Unknown,Unknown,Daily Nation Pg 6,34 bodies were recovered from Kwa Bi Nzaro where 2 of the bodies were identifed to have been murdered by hard objects that caused blunt trauma in the heads and most of couldn't be identified due to level of decomposition.,2025,2025-10,2025 Q4
2025-10-07,Abduction & Kidnapping,Abduction,2,Busia,,Male,,,Male and Female,,Political intimidation,Gun and Vehicle,Daily Nation Pg 4,"Bob Njagi and Nicholas Oyoo arwe reported to have been abducted in Jinja - Uganda, with their counter-part (Koffi Atinda) escaping and returning to Kenya through the Jinja route , they had travelled to meet political opposition Robert Kyangurai Bob Wine, in a period just before the Ugandan elections, The families of the victims, human rights activists, and Law Society of Kenya have called for the release or trial of the victims who have been held in communicado, as pressure mounts for global protests across Ugandan embassies.",2025,2025-10,2025 Q4
2025-10-07,Corruption & Abuse of Office,Bribery,1,Unknown,,Male and Female,,,Male and Female,,Financial gain,Driving license,Daily Nation Pg 19,"Reports of bribery scandals, a racket through which driving schools bribe examiners (NTSA) for incompetent learners to pass the tests, thus compromising road safety. Backed by three anonymous emails sent to NTSA in April and July alledging that a deputy director was involved in a bribery racket, minting millions from driving schools. DCI took over the matter and suspects are expected to be charged soon.",2025,2025-10,2025 Q4
2025-10-07,Homicide & Unlawful Killing,Murder,1,Nakuru,,Male,,,Male,,Financial gain,Arrow,The Standard Pg 2,"Reports of murder provoked tension and protests between police and residents in Stoo mbili, Njoro, Nakuru county, where residents  demanded justice and return of the deceased (Anthony Njogu) a resident who tried to protect their cows from thieves by raising alarm but unfortunately the cattle rustlers got to him and shot him on the chest with an arrow leading to his death, Kamau his nephew recounted.",2025,2025-10,2025 Q4
